StockCode,semanas_activas,unidades_totales,descripcion,product_line,tasa_rotacion
84563A,9,59,PINK & WHITE BREAKFAST TRAY,Others,6.555555555555555
84563B,12,73,BLUE & WHITE BREAKFAST TRAY,Others,6.083333333333333
84568,20,12480,GIRLS ALPHABET IRON ON PATCHES,Others,624.0
84569A,21,191,PACK 3 IRON ON DOG PATCHES,Others,9.095238095238095
84569B,9,76,PACK 3 FIRE ENGINE/CAR PATCHES,Others,8.444444444444445
84569C,1,1,PACK 4 FLOWER/BUTTERFLY PATCHES,Others,1.0
84569D,23,269,PACK 6 HEART/ICE-CREAM PATCHES,Others,11.695652173913043
84575A,4,14,PINK DOG CANNISTER,Others,3.5
84576,5,57,BLUE CAT BISCUIT BARREL PINK HEART,Others,11.4
84580,45,335,MOUSE TOY WITH PINK T-SHIRT,Toys & Games,7.444444444444445
84581,30,166,DOG TOY WITH PINK CROCHET SKIRT,Toys & Games,5.533333333333333
84584,15,83,PINK GINGHAM CAT WITH SCARF,Others,5.533333333333333
84592,15,70,CROCHET ROSE PURSE WITH SUEDE BACK,Others,4.666666666666667
84593,1,5,CROCHET ROSE DES CLOTHES HANGER,Others,5.0
84595E,7,64,LARGE TORTILLA DESIGN RED BOWL,Kitchenware,9.142857142857142
84596B,48,4491,SMALL DOLLY MIX DESIGN ORANGE BOWL,Kitchenware,93.5625
84596E,13,392,SMALL LICORICE DES PINK BOWL,Kitchenware,30.153846153846153
84596F,47,3301,SMALL MARSHMALLOWS PINK BOWL,Kitchenware,70.23404255319149
84596G,43,1662,SMALL CHOCOLATES PINK BOWL,Kitchenware,38.651162790697676
84596J,14,469,MIXED NUTS LIGHT GREEN BOWL,Kitchenware,33.5
84596L,32,1039,BISCUITS SMALL BOWL LIGHT BLUE,Kitchenware,32.46875
84597B,5,41,RETRO BROWN BALL ASHTRAY,Others,8.2
84597C,11,46,RETRO PINK BALL ASHTRAY,Others,4.181818181818182
84598,5,1248,BOYS ALPHABET IRON ON PATCHES,Others,249.6
84600,15,48,NEW BAROQUE JEWELLERY BOX,Others,3.2
84609,14,90,TALL ROCOCO CANDLE HOLDER,Others,6.428571428571429
84613A,3,6,PINK NEW BAROQUE FLOCK CANDLESTICK,Others,2.0
84613C,1,1,BLUE NEW BAROQUE FLOCK CANDLESTICK,Others,1.0
84614A,1,2,PINK BAROQUE FLOCK CANDLE HOLDER,Others,2.0
84616,6,11,SILVER ROCCOCO CHANDELIER,Others,1.8333333333333333
84617,3,3,NEW BAROQUE BLACK BOXES,Others,1.0
84620,1,2,BLUE GINGHAM ROSE CUSHION COVER,Home Decor,2.0
84625A,17,455,PINK NEW BAROQUECANDLESTICK CANDLE,Others,26.764705882352942
84625C,16,439,BLUE NEW BAROQUE CANDLESTICK CANDLE,Others,27.4375
84629,7,20,WHITE 3 FRAME BIRDS AND TREE,Others,2.857142857142857
84631,7,17,FRUIT TREE AND BIRDS WALL PLAQUE,Home Decor,2.4285714285714284
84632,5,6,DECORATIVE HANGING SHELVING UNIT,Others,1.2
84637,13,29,KITCHEN FLOWER POTS WALL PLAQUE,Home Decor,2.230769230769231
84638,12,19,SMALL KITCHEN FLOWER POTS PLAQUE,Home Decor,1.5833333333333333
84658,12,46,WHITE STITCHED CUSHION COVER,Home Decor,3.8333333333333335
84659A,18,134,WHITE TRAVEL ALARM CLOCK,Others,7.444444444444445
84660A,19,837,WHITE STITCHED WALL CLOCK,Others,44.05263157894737
84660B,16,697,BLACK STITCHED WALL CLOCK,Others,43.5625
84660C,11,639,PINK STITCHED WALL CLOCK,Others,58.09090909090909
84661A,7,94,WHITE SQUARE TABLE CLOCK,Others,13.428571428571429
84661B,8,95,BLACK SQUARE TABLE CLOCK,Others,11.875
84661C,4,62,PINK SQUARE TABLE CLOCK,Others,15.5
84663A,14,260,GRASS HOPPER WOODEN WALL CLOCK,Others,18.571428571428573
84665,17,105,SQUARE CHERRY BLOSSOM CABINET,Others,6.176470588235294
84666,4,24,SQUARE CHERRY BLOSSOM CABINET,Others,6.0
84673A,19,63,PINK FLY SWAT,Others,3.3157894736842106
84673B,32,135,BLUE FLY SWAT,Others,4.21875
84674,29,187,FLYING PIG WATERING CAN,Others,6.448275862068965
84675,2,9,FROG KING WATERING CAN,Others,4.5
84678,7,138,CLASSICAL ROSE SMALL VASE,Home Decor,19.714285714285715
84679,2,6,CLASSICAL ROSE TABLE LAMP,Others,3.0
84683,6,187,CLASSICAL ROSE CANDLESTAND,Others,31.166666666666668
84685,7,21,BEACH HUT KEY CABINET,Others,3.0
84686,5,49,BEACH HUT MIRROR,Others,9.8
84687,13,70,BEACH HUT SHELF W 3 DRAWERS,Others,5.384615384615385
84688,7,34,BEACH HUT DESIGN BLACKBOARD,Others,4.857142857142857
84689,2,3,S/2 BEACH HUT TREASURE CHESTS,Others,1.5
84691,4,242,PACK 20 DOLLY PEGS,Others,60.5
84692,51,6808,BOX OF 24 COCKTAIL PARASOLS,Others,133.49019607843138
84705C,1,12,PINK FLOCK PHOTO FRAME,Others,12.0
84706D,2,6,CHERRY BLOSSOM TABLE CLOCK,Others,3.0
84706F,10,16,RED PEONY TABLE CLOCK,Others,1.6
84707A,16,66,SILVER JEWELLED MIRROR TRINKET TRAY,Others,4.125
84707B,9,29,PINK JEWELLED MIRROR TRINKET TRAY,Others,3.2222222222222223
84708B,11,53,PINK JEWELLED PHOTO FRAME,Others,4.818181818181818
84709B,8,20,PINK OVAL JEWELLED MIRROR,Others,2.5
84711A,7,14,SILVER OVAL SHAPE TRINKET BOX,Others,2.0
84711B,7,15,PINK OVAL SHAPE TRINKET BOX,Others,2.142857142857143
84712B,10,19,PINK JEWELLED PHOTO FRAME,Others,1.9
84715,3,16,SET OF 6 ICE CREAM SKITTLES,Others,5.333333333333333
84723,6,41,CHERRY BLOSSOM CANVAS ART PICTURE,Others,6.833333333333333
84725,12,41,FREESTYLE CANVAS ART PICTURE,Others,3.4166666666666665
84731,2,2,3 BIRDS CANVAS SCREEN,Others,1.0
84732B,2,22,CUTE BIRD CEATURE SCREEN,Others,11.0
84732D,2,11,CUTE RABBIT CEATURE SCREEN,Others,5.5
84741C,9,60,CITRUS GARLAND FELT FLOWERS,Others,6.666666666666667
84743C,1,1,ORANGE FELT VASE + FLOWERS,Home Decor,1.0
84744,15,108,S/6 SEW ON CROCHET FLOWERS,Others,7.2
84745A,5,32,PINK HANGING GINGHAM EASTER HEN,Seasonal,6.4
84745B,5,32,BLUE HANGING GINGHAM EASTER HEN,Seasonal,6.4
84746,1,3,PINK EASTER HENS+FLOWER,Seasonal,3.0
84748,8,28,FOLK FELT HANGING MULTICOL GARLAND,Others,3.5
84750A,1,24,PINK SMALL GLASS CAKE STAND,Others,24.0
84750B,7,61,BLACK SMALL GLASS CAKE STAND,Others,8.714285714285714
84751B,5,19,BLACK MEDIUM GLASS CAKE STAND,Others,3.8
84754,11,502,S/15 SILVER GLASS BAUBLES IN BAG,Others,45.63636363636363
84755,51,15611,COLOUR GLASS T-LIGHT HOLDER HANGING,Others,306.0980392156863
84760S,7,43,SMALL HANGING GLASS+ZINC LANTERN,Home Decor,6.142857142857143
84763,23,573,ZINC FINISH 15CM PLANTER POTS,Others,24.91304347826087
84766,10,146,SILVER ROCOCO CANDLE STICK,Others,14.6
84773,1,3,RED ROSE AND LACE C/COVER,Others,3.0
84789,18,181,ENCHANTED BIRD PLANT CAGE,Others,10.055555555555555
84792,50,775,ENCHANTED BIRD COATHANGER 5 HOOK,Others,15.5
84795B,23,167,SUNSET CHECK HAMMOCK,Others,7.260869565217392
84795C,1,2,OCEAN STRIPE HAMMOCK,Others,2.0
84796A,7,14,PINK HAWAIIAN PICNIC HAMPER FOR 2,Others,2.0
84796B,15,69,BLUE SAVANNAH PICNIC HAMPER FOR 2,Others,4.6
84798A,3,14,PINK FOXGLOVE ARTIIFCIAL FLOWER,Others,4.666666666666667
84798B,2,7,PURPLE FOXGLOVE ARTIIFCIAL FLOWER,Others,3.5
84799,7,220,SPRIG LAVENDER ARTIFICIAL FLOWER,Others,31.428571428571427
84800L,17,360,LARGE WHITE/PINK ROSE ART FLOWER,Others,21.176470588235293
84800M,9,127,MEDIUM WHITE/PINK ROSE ART FLOWER,Others,14.11111111111111
84800S,9,113,SMALL WHITE/PINK ROSE ART FLOWER,Others,12.555555555555555
84801A,5,46,PINK HYDRANGEA ART FLOWER,Others,9.2
84801B,3,22,WHITE HYDRANGEA ART FLOWER,Others,7.333333333333333
84802A,1,2,WHITE ANEMONE ARTIFICIAL FLOWER,Others,2.0
84802B,1,4,PURPLE ANEMONE ARTIFICIAL FLOWER,Others,4.0
84803B,2,15,WHITE ALLIUM  ARTIFICIAL FLOWER,Others,7.5
84804A,8,70,CREAM DELPHINIUM ARTIFICIAL FLOWER,Others,8.75
84804B,5,99,BLUE DELPHINIUM ARTIFICIAL FLOWER,Others,19.8
84805A,3,30,CREAM CLIMBING HYDRANGA ART FLOWER,Others,10.0
84805B,2,38,BLUE CLIMBING HYDRANGA ART FLOWER,Others,19.0
84806A,8,137,PINK CANDYSTUFT ARTIFICIAL FLOWER,Others,17.125
84806B,17,296,WHITE CANDYSTUFT ARTIFICIAL FLOWER,Others,17.41176470588235
84809A,4,38,WHITE CHRYSANTHEMUMS ART FLOWER,Others,9.5
84809B,1,18,PINK CHRYSANTHEMUMS ART FLOWER,Others,18.0
84813,12,145,SET OF 4 DIAMOND NAPKIN RINGS,Others,12.083333333333334
84816,9,13,DANISH ROSE BEDSIDE CABINET,Others,1.4444444444444444
84817,31,951,DANISH ROSE DECORATIVE PLATE,Kitchenware,30.677419354838708
84818,37,1424,DANISH ROSE PHOTO FRAME,Others,38.486486486486484
84819,20,811,DANISH ROSE ROUND SEWING BOX,Others,40.55
84820,20,261,DANISH ROSE TRINKET TRAYS,Others,13.05
84821,25,947,DANISH ROSE DELUXE COASTER,Others,37.88
84823,5,112,DANISH ROSE FOLDING CHAIR,Others,22.4
84824,2,2,DANISH ROSE UMBRELLA STAND,Others,1.0
84826,19,1162,ASSTD DESIGN 3D PAPER STICKERS,Stationery,61.1578947368421
84827,8,511,ASS DES PHONE SPONGE CRAFT STICKER,Toys & Games,63.875
84828,39,954,JUNGLE POPSICLES ICE LOLLY HOLDERS,Others,24.46153846153846
84832,47,2607,ZINC WILLIE WINKIE  CANDLE STICK,Others,55.46808510638298
84836,51,5757,ZINC METAL HEART DECORATION,Others,112.88235294117646
84840,3,3,SWEETHEART CARRY-ALL BASKET,Others,1.0
84842,8,14,HELLO SAILOR BATHROOM SET,Others,1.75
84843,30,161,WHITE SOAP RACK WITH 2 BOTTLES,Others,5.366666666666666
84846A,9,53,SCENTED CANDLE IN DIGITALIS TIN,Others,5.888888888888889
84847,10,21,FLORAL BATHROOM SET,Others,2.1
84849A,25,155,HELLO SAILOR BLUE SOAP HOLDER,Others,6.2
84849B,24,232,FAIRY SOAP SOAP HOLDER,Others,9.666666666666666
84849D,43,479,HOT BATHS SOAP HOLDER,Others,11.13953488372093
84854,1,5,GIRLY PINK TOOL SET,Others,5.0
84857B,1,24,BLUE MONTE CARLO HANDBAG,Others,24.0
84857C,7,95,PINK MONTE CARLO HANDBAG,Others,13.571428571428571
84858C,4,185,PINK RIVIERA HANDBAG,Others,46.25
84859A,20,123,SILVER DISCO HANDBAG,Others,6.15
84859B,8,31,BLUE DISCO HANDBAG,Others,3.875
84859C,15,83,PINK DISCO HANDBAG,Others,5.533333333333333
84865,7,26,NEW BAROQUE BLACK PHOTO ALBUM,Others,3.7142857142857144
84870B,8,20,BLUE GEISHA GIRL,Others,2.5
84870C,9,20,GREEN GEISHA GIRL,Others,2.2222222222222223
84872A,3,3,TEATIME FUNKY FLOWER BACKPACK FOR 2,Kitchenware,1.0
84873A,2,2,FUNKY FLOWER PICNIC BAG FOR 4,Others,1.0
84874B,7,34,BLUE TRAVEL FIRST AID KIT,Others,4.857142857142857
84875B,13,125,GREEN SQUARE COMPACT MIRROR,Others,9.615384615384615
84875D,7,51,BLUE SQUARE COMPACT MIRROR,Others,7.285714285714286
84876B,14,203,GREEN HEART COMPACT MIRROR,Others,14.5
84876D,11,125,BLUE HEART COMPACT MIRROR,Others,11.363636363636363
84877A,1,12,PINK ROUND COMPACT MIRROR,Others,12.0
84877B,8,126,GREEN ROUND COMPACT MIRROR,Others,15.75
84877D,10,88,BLUE ROUND COMPACT MIRROR,Others,8.8
84879,51,35362,ASSORTED COLOUR BIRD ORNAMENT,Others,693.3725490196078
84880,37,303,WHITE WIRE EGG HOLDER,Others,8.18918918918919
84881,5,11,BLUE WIRE SPIRAL CANDLE HOLDER,Others,2.2
84882,12,34,GREEN WIRE STANDING CANDLE HOLDER,Others,2.8333333333333335
84884A,35,286,ANT WHITE WIRE HEART SPIRAL,Others,8.17142857142857
84898F,10,45,YELLOW FLOWERS FELT HANDBAG KIT,Others,4.5
84905,2,12,PINK BUTTERFLY CUSHION COVER,Home Decor,6.0
84906,10,28,PINK B'FLY C/COVER W BOBBLES,Others,2.8
84907,3,5,PINK YELLOW PATCH CUSHION COVER,Home Decor,1.6666666666666667
84910A,6,10,PINK PAISLEY CUSHION COVER,Home Decor,1.6666666666666667
84912A,24,103,PINK ROSE WASHBAG,Others,4.291666666666667
84912B,27,149,GREEN ROSE WASHBAG,Others,5.518518518518518
84913A,9,37,SOFT PINK ROSE TOWEL,Others,4.111111111111111
84913B,14,70,MINT GREEN ROSE TOWEL,Others,5.0
84915,9,199,HAND TOWEL PINK FLOWER AND DAISY,Others,22.11111111111111
84916,12,212,HAND TOWEL PALE BLUE W FLOWERS,Others,17.666666666666668
84917,7,170,WHITE HAND TOWEL WITH BUTTERFLY,Others,24.285714285714285
84919,7,29,BLUE CUSHION COVER WITH FLOWER,Home Decor,4.142857142857143
84920,18,73,PINK FLOWER FABRIC PONY,Others,4.055555555555555
84921,5,11,CREAM AND PINK FLOWERS PONY,Others,2.2
84922,5,8,PINK BUTTERFLY WASHBAG,Others,1.6
84924A,17,72,WAKE UP COCKEREL CALENDAR SIGN,Others,4.235294117647059
84924F,2,10,PSYCHEDELIC METAL SIGN CALENDAR,Others,5.0
84925D,8,15,LA PALMIERA WALL THERMOMETER,Others,1.875
84925F,12,80,PSYCHEDELIC WALL THERMOMETER,Others,6.666666666666667
84926A,21,597,WAKE UP COCKEREL TILE COASTER,Others,28.428571428571427
84926D,21,705,LA PALMIERA TILE COASTER,Others,33.57142857142857
84926E,21,990,FLOWERS TILE COASTER,Others,47.142857142857146
84926F,17,423,PSYCHEDELIC TILE COASTER,Others,24.88235294117647
84927A,11,46,WAKE UP COCKEREL TILE HOOK,Others,4.181818181818182
84927D,6,45,LA PALMIERA TILE HOOK,Others,7.5
84927E,9,57,FLOWERS TILE HOOK,Others,6.333333333333333
84927F,27,295,PSYCHEDELIC TILE HOOK,Others,10.925925925925926
84929,32,2244,ASSTD FRUIT+FLOWERS FRIDGE MAGNETS,Others,70.125
84931A,19,84,PINK SCOTTIE DOG W FLOWER PATTERN,Others,4.421052631578948
84931B,19,134,BLUE SCOTTIE DOG W FLOWER PATTERN,Others,7.052631578947368
84944,20,564,SET OF 6 KASHMIR FOLKART BAUBLES,Others,28.2
84945,51,10279,MULTI COLOUR SILVER T-LIGHT HOLDER,Others,201.54901960784315
84946,51,16473,ANTIQUE SILVER TEA GLASS ETCHED,Kitchenware,323.0
84947,50,8273,ANTIQUE SILVER TEA GLASS ENGRAVED,Kitchenware,165.46
84949,50,4665,SILVER HANGING T-LIGHT HOLDER,Others,93.3
84950,39,3361,ASSORTED COLOUR T-LIGHT HOLDER,Others,86.17948717948718
84951A,24,363,SET OF 4 PISTACHIO LOVEBIRD COASTER,Others,15.125
84951B,21,334,SET OF 4 BLACK LOVEBIRD COASTERS,Others,15.904761904761905
84952A,5,38,CLEAR LOVE BIRD T-LIGHT HOLDER,Others,7.6
84952B,10,145,BLACK LOVE BIRD T-LIGHT HOLDER,Others,14.5
84952C,7,140,MIRROR LOVE BIRD T-LIGHT HOLDER,Others,20.0
84963A,1,4,PINK PAINTED KASHMIRI CHAIR,Others,4.0
84963B,1,3,BLUE PAINTED KASHMIRI CHAIR,Others,3.0
84968A,30,147,SET OF 16 VINTAGE ROSE CUTLERY,Others,4.9
84968B,2,2,SET OF 16 VINTAGE IVORY CUTLERY,Others,1.0
84968C,29,94,SET OF 16 VINTAGE PISTACHIO CUTLERY,Others,3.2413793103448274
84968D,18,62,SET OF 16 VINTAGE RED CUTLERY,Others,3.4444444444444446
84968E,17,87,SET OF 16 VINTAGE BLACK CUTLERY,Others,5.117647058823529
84968F,21,78,SET OF 16 VINTAGE SKY BLUE CUTLERY,Others,3.7142857142857144
84969,33,295,BOX OF 6 ASSORTED COLOUR TEASPOONS,Kitchenware,8.93939393939394
84970L,50,5700,SINGLE HEART ZINC T-LIGHT HOLDER,Others,114.0
84970S,51,8470,HANGING HEART ZINC T-LIGHT HOLDER,Others,166.07843137254903
84971S,45,1679,SMALL HEART FLOWERS HOOK,Others,37.31111111111111
84974,22,40,S/2 ZINC HEART DESIGN PLANTERS,Others,1.8181818181818181
84975,1,5,HEART SHAPED MIRROR,Others,5.0
84976,15,502,RECTANGULAR SHAPED MIRROR,Others,33.46666666666667
84978,50,10980,HANGING HEART JAR T-LIGHT HOLDER,Others,219.6
84984A,5,19,GREEN PEONY CUSHION COVER,Home Decor,3.8
84984B,4,17,RED PEONY CUSHION COVER,Home Decor,4.25
84984D,4,13,ORIENTAL RED CUSHION COVER,Home Decor,3.25
84985A,11,42,SET OF 72 GREEN PAPER DOILIES,Stationery,3.8181818181818183
84987,51,2928,SET OF 36 TEATIME PAPER DOILIES,Stationery,57.411764705882355
84988,51,3954,SET OF 72 PINK HEART PAPER DOILIES,Stationery,77.52941176470588
84989A,14,28,75 GREEN FAIRY CAKE CASES,Others,2.0
84990,2,2,60 GOLD AND SILVER FAIRY CAKE CASES,Others,1.0
84991,51,17689,60 TEATIME FAIRY CAKE CASES,Kitchenware,346.84313725490193
84992,51,13070,72 SWEETHEART FAIRY CAKE CASES,Others,256.27450980392155
84993A,24,305,75 GREEN PETIT FOUR CASES,Others,12.708333333333334
84993B,14,57,75 BLACK PETIT FOUR CASES,Others,4.071428571428571
84997A,50,2525,GREEN 3 PIECE POLKADOT CUTLERY SET,Others,50.5
84997B,51,4035,RED 3 PIECE RETROSPOT CUTLERY SET,Others,79.11764705882354
84997C,49,3694,BLUE 3 PIECE POLKADOT CUTLERY SET,Others,75.38775510204081
84997D,51,4922,PINK 3 PIECE POLKADOT CUTLERY SET,Others,96.50980392156863
85006,6,55,SET 4 NURSERY DES ROUND BOXES,Others,9.166666666666666
85008,5,12,SET OF 3 CONEY ISLAND OVAL BOXES,Others,2.4
85014A,49,1133,BLACK/BLUE POLKADOT UMBRELLA,Others,23.122448979591837
85014B,50,1846,RED RETROSPOT UMBRELLA,Others,36.92
85015,41,2130,SET OF 12  VINTAGE POSTCARD SET,Others,51.951219512195124
85016,16,522,SET OF 6 VINTAGE NOTELETS KIT,Others,32.625
85017A,1,6,ENVELOPE 50 ROMANTIC IMAGES,Others,6.0
85017B,29,947,ENVELOPE 50 BLOSSOM IMAGES,Others,32.6551724137931
85017C,8,50,ENVELOPE 50 CURIOUS IMAGES,Others,6.25
85018D,4,12,YULETIDE IMAGES S/6 PAPER BOXES,Stationery,3.0
85019A,23,409,ROMANTIC IMAGES NOTEBOOK SET,Stationery,17.782608695652176
85019B,20,498,BLOSSOM  IMAGES NOTEBOOK SET,Stationery,24.9
85019C,8,181,CURIOUS  IMAGES NOTEBOOK SET,Stationery,22.625
85020,13,78,ROUND PINK HEART MIRROR,Others,6.0
85023B,12,104,EAU DE NILE JEWELLED PHOTOFRAME,Others,8.666666666666666
85024B,12,193,EAU DE NILE JEWELLED PHOTOFRAME,Others,16.083333333333332
85024C,8,12,PINK SMALL JEWELLED PHOTOFRAME,Others,1.5
85025B,17,305,EAU DE NILE HEART SHAPE PHOTO FRAME,Others,17.941176470588236
85025C,19,308,PINK HEART SHAPE PHOTO FRAME,Others,16.210526315789473
85026B,7,75,EAU DE NILE JEWELLED T-LIGHT HOLDER,Others,10.714285714285714
85027L,9,70,FRENCH CHATEAU LARGE PLATTER,Kitchenware,7.777777777777778
85028L,3,10,FRENCH CHATEAU LARGE FRUIT BOWL,Kitchenware,3.3333333333333335
85028S,3,24,FRENCH CHATEAU SMALL FRUITBOWL,Kitchenware,8.0
85030,3,15,FRENCH CHATEAU OVAL PLATTER,Kitchenware,5.0
85031A,5,16,ROMANTIC IMAGES SCRAP BOOK SET,Others,3.2
85031B,1,1,BLOSSOM IMAGES SCRAP BOOK SET,Others,1.0
85031C,1,3,CURIOUS IMAGES SCRAP BOOK SET,Others,3.0
85032A,29,738,ROMANTIC IMAGES GIFT WRAP SET,Others,25.448275862068964
85032B,34,751,BLOSSOM IMAGES GIFT WRAP SET,Others,22.08823529411765
85032C,30,597,CURIOUS IMAGES GIFT WRAP SET,Others,19.9
85032D,21,630,YULETIDE IMAGES GIFT WRAP SET,Others,30.0
85034A,22,492,3 GARDENIA MORRIS BOXED CANDLES,Others,22.363636363636363
85034B,22,884,3 WHITE CHOC MORRIS BOXED CANDLES,Others,40.18181818181818
85034C,20,1072,3 ROSE MORRIS BOXED CANDLES,Others,53.6
85035A,26,263,GARDENIA 3 WICK MORRIS BOXED CANDLE,Others,10.115384615384615
85035B,18,558,CHOCOLATE 3 WICK MORRIS BOX CANDLE,Others,31.0
85035C,27,1105,ROSE 3 WICK MORRIS BOX CANDLE,Others,40.925925925925924
85036A,32,211,GARDENIA 1 WICK MORRIS BOXED CANDLE,Others,6.59375
85036B,21,360,CHOCOLATE 1 WICK MORRIS BOX CANDLE,Others,17.142857142857142
85036C,25,742,ROSE 1 WICK MORRIS BOXED CANDLE,Others,29.68
85038,40,1018,6 CHOCOLATE LOVE HEART T-LIGHTS,Others,25.45
85039A,25,445,SET/4 RED MINI ROSE CANDLE IN BOWL,Kitchenware,17.8
85039B,29,491,S/4 IVORY MINI ROSE CANDLE IN BOWL,Kitchenware,16.93103448275862
85039C,11,222,S/4 BLACK MINI ROSE CANDLE IN BOWL,Kitchenware,20.181818181818183
85040A,43,807,S/4 PINK FLOWER CANDLES IN BOWL,Kitchenware,18.767441860465116
85040B,13,135,SET/4 BLUE FLOWER CANDLES IN BOWL,Kitchenware,10.384615384615385
85045,9,41,GREEN CHRISTMAS TREE STRING 20LIGHT,Seasonal,4.555555555555555
85047,1,3,WHITE BEADED GARLAND STRING 20LIGHT,Others,3.0
85048,26,1266,15CM CHRISTMAS GLASS BALL 20 LIGHTS,Seasonal,48.69230769230769
85049A,36,2907,TRADITIONAL CHRISTMAS RIBBONS,Seasonal,80.75
85049B,7,54,LUSH GREENS RIBBONS,Others,7.714285714285714
85049C,47,1198,ROMANTIC PINKS RIBBONS,Others,25.48936170212766
85049D,34,539,BRIGHT BLUES RIBBONS,Others,15.852941176470589
85049E,48,2747,SCANDINAVIAN REDS RIBBONS,Others,57.229166666666664
85049F,37,374,BABY BOOM RIBBONS,Others,10.108108108108109
85049G,49,1580,CHOCOLATE BOX RIBBONS,Others,32.244897959183675
85049H,37,448,URBAN BLACK RIBBONS,Others,12.108108108108109
85053,48,1549,FRENCH ENAMEL CANDLEHOLDER,Others,32.270833333333336
85054,42,551,FRENCH ENAMEL POT W LID,Others,13.119047619047619
85055,5,37,FRENCH ENAMEL UTENSIL HOLDER,Others,7.4
85059,38,290,FRENCH ENAMEL WATER BASIN,Others,7.631578947368421
85061W,44,1986,WHITE JEWELLED HEART DECORATION,Others,45.13636363636363
85062,43,1380,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,Others,32.093023255813954
85064,7,205,CREAM SWEETHEART LETTER RACK,Others,29.285714285714285
85066,51,1705,CREAM SWEETHEART MINI CHEST,Others,33.431372549019606
85067,3,7,CREAM SWEETHEART WALL CABINET,Others,2.3333333333333335
85071A,29,976,BLUE CHARLIE+LOLA PERSONAL DOORSIGN,Others,33.6551724137931
85071B,30,1256,RED CHARLIE+LOLA PERSONAL DOORSIGN,Others,41.86666666666667
85071C,30,607,"CHARLIE+LOLA""EXTREMELY BUSY"" SIGN",Others,20.233333333333334
85071D,25,362,CHARLIE+LOLA MY ROOM DOOR SIGN,Others,14.48
85078,30,1746,SCANDINAVIAN 3 HEARTS NAPKIN RING,Others,58.2
85084,2,17,HOLLY TOP CHRISTMAS STOCKING,Seasonal,8.5
85086A,7,45,CANDY SPOT HEART DECORATION,Others,6.428571428571429
85087,6,40,CANDY SPOT CUSHION COVER,Home Decor,6.666666666666667
85088,17,188,CANDY SPOT HAND BAG,Others,11.058823529411764
85089,5,14,CANDY SPOT BUNNY,Others,2.8
85092,2,27,CANDY SPOT TEA COSY,Kitchenware,13.5
85093,11,451,CANDY SPOT EGG WARMER HARE,Others,41.0
85094,20,502,CANDY SPOT EGG WARMER RABBIT,Others,25.1
85095,10,66,THREE CANVAS LUGGAGE TAGS,Others,6.6
85096,11,20,HILDA CANDY SPOT RABBIT,Others,1.8181818181818181
85099B,51,46181,JUMBO BAG RED RETROSPOT,Others,905.5098039215686
85099C,51,12793,JUMBO  BAG BAROQUE BLACK WHITE,Others,250.84313725490196
85099F,48,16807,JUMBO BAG STRAWBERRY,Others,350.1458333333333
85103,5,91,SILVER T-LIGHT SETTING,Others,18.2
85104,10,196,SILVER GLASS T-LIGHT SET,Others,19.6
85106,7,530,CUT GLASS HEXAGON T-LIGHT HOLDER,Others,75.71428571428571
85107,16,243,CUT GLASS T-LIGHT HOLDER OCTAGON,Others,15.1875
85109,1,12,PINK BOUDOIR T-LIGHT HOLDER,Others,12.0
85111,25,1407,SILVER GLITTER FLOWER VOTIVE HOLDER,Others,56.28
85114A,31,585,BLACK ENCHANTED FOREST PLACEMAT,Others,18.870967741935484
85114B,27,394,IVORY ENCHANTED FOREST PLACEMAT,Others,14.592592592592593
85114C,28,457,RED ENCHANTED FOREST PLACEMAT,Others,16.321428571428573
85116,26,694,BLACK CANDELABRA T-LIGHT HOLDER,Others,26.692307692307693
85118,3,142,HEART T-LIGHT HOLDER,Others,47.333333333333336
85123A,51,36782,WHITE HANGING HEART T-LIGHT HOLDER,Others,721.2156862745098
85124B,23,82,BLUE JUICY FRUIT PHOTO FRAME,Others,3.5652173913043477
85124C,20,84,GREEN JUICY FRUIT PHOTO FRAME,Others,4.2
85125,15,129,SMALL ROUND CUT GLASS CANDLESTICK,Others,8.6
85127,14,80,SMALL SQUARE CUT GLASS CANDLESTICK,Others,5.714285714285714
85129B,11,101,BEADED CRYSTAL HEART GREEN SMALL,Others,9.181818181818182
85129C,10,77,BEADED CRYSTAL HEART BLUE SMALL,Others,7.7
85129D,25,166,BEADED CRYSTAL HEART PINK SMALL,Others,6.64
85130A,6,77,BEADED PEARL HEART WHITE LARGE,Others,12.833333333333334
85130B,26,816,BEADED CRYSTAL HEART GREEN LARGE,Others,31.384615384615383
85130C,25,479,BEADED CRYSTAL HEART BLUE  LARGE,Others,19.16
85130D,31,552,BEADED CRYSTAL HEART PINK LARGE,Others,17.806451612903224
85131A,19,469,BEADED PEARL HEART WHITE ON STICK,Others,24.68421052631579
85131B,13,142,BEADED CRYSTAL HEART GREEN ON STICK,Others,10.923076923076923
85131C,11,73,BEADED CRYSTAL HEART BLUE ON STICK,Others,6.636363636363637
85131D,11,115,BEADED CRYSTAL HEART PINK ON STICK,Others,10.454545454545455
85132A,14,455,CHARLIE + LOLA BISCUITS TINS,Others,32.5
85132B,17,513,CHARLIE AND LOLA TABLE TINS,Others,30.176470588235293
85132C,27,1404,CHARLIE AND LOLA FIGURES TINS,Others,52.0
85135A,4,15,YELLOW DRAGONFLY HELICOPTER,Others,3.75
